name,dob,gender,address,aadharNumber,phoneNumber,isTrainPassActive,isBusPassActive,image
Aniruddh Babu,04-11-69,female,"H.No. 23, Dua Road
Miryalaguda-781832",7.24904E+11,83758933324,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Manjari Krishnan,15-04-19,male,"094
Shankar Nagar
Raurkela Industrial Township 059897",1203104994,913878493,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Emir Sura,23-05-76,male,"27
Mand Ganj
Patna-396520",4.79466E+11,9.61953E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Jivika Datta,17-01-11,female,"09/06, Bhatt Path, Nashik-273287",7.37804E+11,914795734,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Ehsaan Char,15-03-84,male,"H.No. 79, Kata Path
Guntur-439339",2.52344E+11,910732561,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Mamooty Sampath,11-04-38,male,"H.No. 38, Hayer Circle, Dhule-366088",4.17982E+11,87587709346,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Nirvaan Tailor,20-05-94,male,"28/80, Lad Ganj
Ranchi 930547",7.7037E+11,5.83288E+12,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Rati Sachdeva,04-03-64,female,"49/79
Brahmbhatt Circle, Bhilai 699012",1.14952E+11,63928501017,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Sara Chhabra,29-10-01,male,"649, Ganguly Road
Nellore-426160",4.04392E+11,54637538283,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Heer Gala,19-03-13,female,"906, Baral Road
Ulhasnagar 491297",1.3596E+11,9.1581E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Onkar Bhalla,25-02-46,female,"07/726
Banik Chowk, Srinagar 582472",5.83162E+11,56569312627,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Darshit Zacharia,23-10-47,female,"H.No. 642
Anne Path
Panvel 617141",8.52259E+11,944896560,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Dhanush Kalita,18-09-94,female,"006
Yohannan Marg
Gwalior 940672",80065916308,3.86849E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Nishith Sha,06-02-27,female,"87, Bobal Nagar
Chennai 937909",50770267022,9.17618E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Parinaaz Anne,11-10-26,male,"H.No. 861, Bhat Nagar, Mango-026258",2.70895E+11,20319889216,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Ehsaan Chandran,23-12-86,female,"73/46
Gara Path, Ajmer-991972",2.66558E+11,9.30613E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Jiya Borra,15-03-81,female,"52, Virk Zila, Tiruvottiyur-553537",8.18214E+11,910730075,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Zain Shukla,09-09-26,female,"52/54
Sampath Street, Tumkur 689061",1.04426E+11,7739708662,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Pari Varghese,15-12-31,male,"268, Chahal Marg, Mira-Bhayandar 054011",8.17954E+11,46689636509,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Shayak Karnik,23-06-19,female,"96/532
Saxena Path
Nagaon 846468",1.48284E+11,9.13882E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Manjari Sankar,18-12-97,female,"H.No. 381, Kapur Zila, Singrauli-419302",2.68981E+11,289693533,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Samiha Sabharwal,12-06-63,male,"03/30, Bhagat Circle
Khandwa-426732",8.08506E+11,6399954591,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Ojas Kar,23-02-69,female,"839
Ravi Ganj, Madanapalle 040365",6.69997E+11,1.10869E+12,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Eva Sampath,01-12-06,female,"895, Chandra Zila
Shivpuri 606048",5.05319E+11,9.16811E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Bhamini Kapoor,10-08-17,male,"H.No. 502
Seshadri Street, Bhubaneswar 327222",5.76506E+11,9146957264,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kanav Kanda,08-11-88,female,"H.No. 421
Sibal Ganj
Adoni-807671",1.05873E+11,569493360,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Diya Sunder,20-11-10,male,"37/74
Bava Zila
Gurgaon-321358",6.07963E+11,7.27185E+12,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Taran Taneja,25-02-07,female,"95/31, Kadakia
Vellore 404649",3.39025E+11,9138398754,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Indrans Chandran,03-02-59,female,"81/636, Halder Ganj
Ambala 243407",3919324804,912930804,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Abram Aurora,07-12-19,female,"846, Chandra Ganj
Sasaram 996914",1.7208E+11,913850079,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Lavanya Saha,16-12-55,male,"733
Krish Path, Patiala-074273",6.04911E+11,915684720,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Prerak Din,24-03-16,male,"40, Hora Marg, Jaunpur 422765",8.4959E+11,910767536,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Indrans Cheema,19-07-17,male,"H.No. 82
Mahajan Nagar
Hindupur-703824",5.32869E+11,9149008483,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Romil Char,07-03-68,male,"95/38, Shanker Circle
Katni 889437",9.4164E+11,8461636440,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Hiran Mahajan,20-11-95,female,"04/274, Ramakrishnan Marg
Thane-275939",1.90641E+11,9138212802,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Onkar Lall,13-04-99,male,"24, Bhattacharyya Circle
Pimpri-Chinchwad-517002",6.85029E+11,9136797948,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Advika Hayer,15-05-53,male,"H.No. 10, Swaminathan Zila
Dehri-682150",6.80109E+11,8707638783,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Sara Borde,03-09-56,male,"H.No. 98
Sani Nagar
Buxar 281141",7.89815E+11,4.15906E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Tara Sen,10-02-97,female,"64/288
Vala Street
Unnao 616358",9.26877E+11,9.14804E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Vanya De,10-01-78,female,"75, Sani Road
Bongaigaon-701313",8.26292E+11,98759129839,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Fateh Barman,18-08-83,female,"H.No. 78
Bhattacharyya Nagar, Avadi 418527",2.12959E+11,915635942,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Yashvi Lata,20-02-15,female,"27/171
Kashyap Ganj, Suryapet-022985",1.52594E+11,97857215521,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Mannat Kalla,30-03-36,female,"H.No. 889, Tak Marg
Raichur 951593",7.90211E+11,692619152,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Nayantara Rajan,21-06-21,male,"H.No. 827, Chakrabarti Path, Ajmer 164971",7.77632E+11,918697935,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Siya Guha,23-08-96,male,"H.No. 872
Dass Circle, Siwan 774830",5.90161E+11,7.97838E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Mamooty Kothari,03-02-08,female,"H.No. 00, Gera Zila, Cuttack-423513",3.74602E+11,6219900940,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Mannat Khalsa,27-09-09,female,"56, Suresh, Orai 108501",5.1378E+11,9196448232,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Taimur Dar,13-02-35,male,"H.No. 15, Mann
Davanagere 341470",1.06209E+11,9.18641E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Vedika Khurana,01-12-59,female,"H.No. 13
Goyal Nagar
Dhanbad-200695",6.05522E+11,9.1677E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Hrishita Sinha,31-01-79,female,"42, Goyal Ganj, Panipat 139607",5.62187E+11,5.78775E+12,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Myra Ravel,09-01-81,male,"H.No. 910
Balakrishnan Path, Udaipur-136134",8.18039E+11,9.13919E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Yakshit Buch,13-08-93,female,"H.No. 88, Raju Chowk, Korba 718367",7.25107E+11,3759856400,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Zeeshan Joshi,21-09-65,female,"03/92
Kunda Path
Aurangabad 598347",7.35674E+11,2.11863E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Suhana Dewan,05-09-66,female,"H.No. 12, Choudhary Nagar, Bhind-193022",3.42196E+11,564908435,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kashvi Rao,17-04-58,female,"22, Garde Marg
Bally-228684",4.94071E+11,1.22706E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Saanvi Sha,09-08-02,male,"74/030, Brar Marg
Nashik-186563",95547382126,7.08933E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Oorja Baria,22-11-88,female,"71/32
Soman Chowk, Sangli-Miraj & Kupwad 348873",2.13277E+11,913635819,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Dhanuk Krish,29-04-87,male,"H.No. 467
Dhar Zila
Rewa-047854",4.44867E+11,917994551,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Reyansh Das,12-04-94,female,"836, Yohannan Path
Bareilly 728491",7.6134E+11,439660173,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Mahika Raja,07-11-28,female,"42/53, Kant Circle
Bihar Sharif 649762",22898322015,9188557106,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kimaya Kala,27-03-87,female,"19/738, Bhakta Zila, Pudukkottai-803549",7.93703E+11,9.41697E+11,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Samar Toor,29-03-53,male,"181, Sami Path, Bhimavaram-423521",7.67309E+11,9.11813E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Chirag Walla,30-11-70,female,"93/567
Tiwari Chowk, Kirari Suleman Nagar-074232",2.19618E+11,3871795855,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Manikya Sane,21-11-94,female,"47, Wali Circle
Kadapa-420183",4.09847E+11,9169274892,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Trisha Khare,11-12-12,female,"H.No. 17, Wali Chowk, Bahraich-601516",4.3568E+11,5.15983E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Kavya Rattan,03-10-09,male,"H.No. 020, Loke Ganj, Bharatpur-503384",9748171773,5677651415,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Uthkarsh Baral,03-08-16,female,"H.No. 781
Dhaliwal Circle, Barasat 277308",8.5824E+11,854826022,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Azad Ravi,31-07-92,male,"17/24
Jaggi Ganj, Avadi 330849",3.45164E+11,1.24651E+11,FALSE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Romil Mangal,15-03-18,male,"15, Sarna Circle, Orai-910085",8.13479E+11,6638113358,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Mehul Chada,03-06-18,female,"H.No. 30, Mannan Road, Katihar-774701",7.54099E+11,2.98487E+12,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Hrishita Bansal,17-07-16,male,"H.No. 94, Raja Ganj, Shahjahanpur-220969",7.42249E+11,9.17653E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Tara Gaba,07-12-73,male,"H.No. 91, Sundaram Nagar, Sultan Pur Majra-496059",3.43513E+11,58379521760,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Manikya Ganesan,15-09-07,female,"42/75
Dora Path, Thanjavur-449446",6.2349E+11,3278262062,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Misha Choudhury,04-10-22,male,"55, Sane Nagar
Bettiah-181854",7.37501E+11,9.14746E+11,TRUE,TRUE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
Kavya Banerjee,17-01-03,female,"H.No. 259
Yadav Circle
Panipat-440089",1.43256E+11,1313651026,TRUE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\femaleAvatar.gif
Elakshi Sarraf,17-10-47,male,"87/99, Vig Path
Akola 302074",50329231343,9.12906E+11,FALSE,FALSE,E:\Mini_Project\public_transit_pass_info\assets\images\maleAvatar.gif
